Manufacturer,Family,Type,Part,Core/Codename/Microarchitecture,# Cores,Die Size,Photo (die),License (die),Link (die),High Res Link,Floorplan image,License (floorplan),Link (floorplan),Notes
Intel,486,CPU,80486SX,,1,,Intel_80486SX_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,486,CPU,80486SX2,,1,,Intel_80486SX2_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,4004,CPU,4004,4004,1,,intel-4004-die.jpg,"Copyright, Intel",https://cpumuseum.jimdofree.com/museum/intel/4004-4040/,,,,,
Intel,4040,CPU,4040,4040,1,,intel-4040die1shot_117.jpg,CC BY-NC-SA,,,,,,
Intel,8008,CPU,8008,8008,1,,,"Copyright, Intel",http://www.oac.cdlib.org/ark:/13030/kt8199q5x4/?order=1,,,,,
Intel,8080,CPU,8080,8080,1,,intel-8080.jpeg,"Copyright, Intel",,,,,,
Intel,8085,CPU,8085A,,1,,Intel_8085A_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,8086,FPU,8087,,1,,Intel_8087_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,8086,I/O processor,8089,,1,,Intel_8089_die2.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,Atom (1st Gen),SoC,"Poulsbo (System Controller Hub with integrated PowerVR SGX535 (Intel GMA500) graphics, 130 nm)","Atom, Bonnell arch, Poulsbo",,,"intel-Poulsbo (System Controller Hub with integrated PowerVR SGX535 (Intel GMA500) graphics, 130 nm)-intel_newsroom.jpg","Copyright, Intel",http://download.intel.com/pressroom/kits/events/idfspr_2008/images/Poulsbo_die.jpg,,,,,
Intel,Atom (1st Gen),,Z5xx ,Silverthorne ,,,Silverthorne_die_shot.jpg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Atom (2nd Gen),CPU,Z6xx,Bonnel/Lincroft/Oak Trail,,,lincroft_oak_trail_die_shot-lq.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Atom (2nd Gen),CPU,,Bonnel/Lincroft,,,lincroft_die_shot_2-lq.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Atom (2nd Gen),SoC,"Atom (2nd gen) Bonnell architecture CPU / integrated GMA 3150 GPU / memory controller (45 nm), Pineview single-core, Pine Trail (Atom N4xx and D4xx)","Atom, Bonnell arch, Pineview, Pine Trail platform",1,,"intel-Pineview single-core, Pine Trail (Atom N4xx and D4xx)-intel_newsroom.jpg","Copyright, Intel",http://download.intel.com/pressroom/images/atom_n450/Pinetrail_06.jpg,,,,,
Intel,Atom (2nd Gen),SoC,"Silverthorne (Atom Z5xx) and Diamondville (Atom 2xx and N2xx) (CPU, 45 nm)","Atom, Bonnell arch, Silverthorne",,,intel-Silverthorne (Atom Z5xx)-intel_newsroom.jpg,"Copyright, Intel",http://download.intel.com/newsroom/kits/atom/images/misc/Silverthorne_die_shot.jpg,,,,,
Intel,Atom (3th Gen),SoC,Cloverview dual-core tablet SoC (Atom Z25xx/Z27xx),"Atom, Saltwell arch, Cloverview",2,,intel-Cloverview dual-core tablet SoC Atom-intel_newsroom.jpg,"Copyright, Intel",http://download.intel.com/newsroom/kits/idf/2013_fall/pdfs/2013_IDF_Krzanich_Keynote.pdf,,,,,
Intel,Atom (4th Gen),SoC,"Atom (4th gen), Silvermont (22 nm), Avoton and Rangeley 8-core server SoC (Atom C2xxx)","Atom, Silvermont arch, Avoton/Rangeley",8,,intel-Avoton and Rangeley 8-core server SoC (Atom C2xxx)-intel-newsroom.jpg,"Copyright, Intel",http://download.intel.com/newsroom/kits/atom/c2000/gallery/images/Avoton1.jpg,,,,,
Intel,Atom (4th Gen),SoC,"Atom (4th gen), Silvermont (22 nm), Bay Trail quad-core PC SoC (Atom Z3xxx and E3xxx, Celeron N2xxx and J1xxx, Pentium N3xxx and J2xxx)","Atom, Silvermont arch, Bay Trail",4,,"intel-Bay Trail quad-core PC SoC (Atom Z3xxx and E3xxx, Celeron N2xxx and J1xxx, Pentium N3xxx and J2xxx)-intel-newsroom.jpg","Copyright, Intel",https://download.intel.com/newsroom/kits/idf/2013_fall/gallery/images/Bay_Trail-Die_HR.jpg,,,,,
Intel,Atom (4th Gen),SoC,"Atom (4th gen), Silvermont (22 nm), Moorefield dual-core tablet and phone SoC (Atom Z34xx)","Atom, Silvermont arch, Moorefield",2,,inel-Atom-Z34XX-intel_newsroom.jpg,"Copyright, Intel",https://download.intel.com/newsroom/kits/atom/comms/pdfs/Intel_Atom_Z34XX_ProductBrief.pdf,,,,,images height to width ratio may be wrong
Intel,Atom (4th Gen),SoC,,"Silvermont, Airmont",4,,intel-silvermont-avoton_die_(quad-core).png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Atom (5th Gen),SoC,"SoFIA phone SoC (Atom x3, 28 nm)","Atom, 5th gen (28 nm)",3,,intel-SoFIA-Die_HR-intel-iqglobal.jpg,"Copyright, Intel",http://web.archive.org/web/20190225215819/https://iqglobal.intel.com/wp-content/uploads/SoFIA-Die_HR.jpg,,,,,
Intel,Celeron D,CPU,Model: 340,Prescott,1,,intel-celeron-d-340-prescott.jpg,"CC-BY-SA-2.0, Cole L, https://www.flickr.com/photos/187597251@N05/",,,,,,
Intel,Celeron G3930,CPU,SR35K,Skylake - Kabylake-S,2,,Intel@14nm+@Skylake@Kabylake-S(DualCore)@Celeron_G3930@SR35K.jpg,"PD, Fritzchens Fritz, https://www.flickr.com/photos/130561288@N04/",,,,,,
Intel,Cloud Computing,CPU,Single-chip cloud computer (SCC) (experimental),Rock Creek,48,26.5 mm x 21.4 mm,intel_rock_creek_die_2.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core (10th Gen),CPU,Core i9 10900K,Comet Lake/Comet Lake-S,10,,Intel-10th-Gen-Die-Core i9-10900K.jpeg,"Copyright, Intel",intel.com,,,,,
Intel,Core (10th Gen),CPU,,Ice Lake,4,,ice_lake_die_(quad_core).png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core (1st Gen),CPU,,Nehalem/Bloomfield,4,,nehalem_die_shot.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core 2,CPU,Core 2 Duo E6850?,Conroe,2,,intel_conroe_core_2_duo_core.jpg,"PD, Martijn Boer, https://www.flickr.com/photos/sic66/",,,,,,
Intel,Core 2,CPU,"Yorkfield (Core 2 Quad Q9000-series and Xeon 3300-series/LGA 775, and mobile Core 2 Quad/2x6 MB L2) and Harpertown (Xeon 5400-series/LGA 771/2x6 MB L2)",Penryn,4,,inel-Core2_QUAD-die-intel_newsroom.jpg,"Copyright, Intel",https://download.intel.com/newsroom/kits/40thanniversary/gallery/images/Core2_QUAD-die.jpg,,,,,
Intel,Core 2,CPU,,Penryn,,,intel_penryn_45nm_die.jpeg,"Copyright, Intel",,,,,,
Intel,Core 2,CPU,,Penryn-3M,2,,File intel_penryn_core_duo_die_shot-6M.jpeg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core 2/Celeron,CPU,Penryn-3M,Penryn-3M,2,,intel_penryn_core_duo_die_shot_3mb.jpeg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core 2 Duo/Xeon 3100,CPU,,Wolfdale,,,intel-wolfdale-core.jpg,"PD, Martijn Boer, https://www.flickr.com/photos/sic66/",,,,,,
Intel,Core (2nd Gen),CPU,i5 2500,Sandy Bridge/Sandy Bridge,4,,intel-i5-2500.jpg,"CC-BY-SA-2.0, Cole L, https://www.flickr.com/photos/187597251@N05/",,,,,,
Intel,Core (2nd Gen),CPU,Sandy Bridge-EP 8-core (Core i7-3xxx and Xeon E5 in LGA 2011 and LGA 1356),Sandy Bridge-EP,8,,intel-Sandy Bridge-EP 8-core-die-intel-press.jpg,"Copyright, Intel",https://download.intel.com/newsroom/kits/xeon/e5/gallery/images/Sandy-Bridge_EP_1.jpg,,,,,
Intel,Core (2nd Gen),CPU,Sandy Bridge with GT1 graphics,Sandy Bridge,2,131 mm²,intel-sandy_bridge_2C-GT1-core.jpg,"PD, Martijn Boer, https://www.flickr.com/photos/sic66/",,,,,,
Intel,Core (2nd Gen),CPU,,Sandy Bridge,1,,intel-sandy-bridge-single-core.jpg,"CC-BY-SA-2.0, Cole L, https://www.flickr.com/photos/187597251@N05/",,,,,,
Intel,Core (2nd Gen),CPU,,Sandy Bridge,4,,intel-sandy_bridge-4-core-Intel in Deutschland.jpg,"Copyright, Intel in Deutschland",https://www.flickr.com/photos/intel_de/albums/72157625628791919,,intel-sandy_bridge-4-core-layout-Intel in Deutschland.jpg,"Copyright, Intel in Deutschland",https://www.flickr.com/photos/intel_de/albums/72157625628791919,
Intel,Core (2nd Gen),CPU,,Sandy Bridge,4,,sandy_bridge_(quad-core).jpg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core (3rd Gen),CPU,i5 3230M,Ivy Bridge/Ivy Bridge,2,,intel-i5-3230m-ivy-bridge.jpg,"CC-BY-SA-2.0, Cole L, https://www.flickr.com/photos/187597251@N05/",,,,,,
Intel,Core (3rd Gen),CPU,"Ivy Bridge 4-core/16 graphics Eus (Core i3/i5/i7-3xxx and Xeon E3-12xx v2 in LGA 1155, and some 3rd Generation Intel Core i3/i5/i7 mobile versions)",Ivy Bridge,"4(Ivy Bridge), 16(graphics EU)",,intel-Ivy_Bridge_quad-core_with_16_graphics_EUs-die-intel-press.jpg,"Copyright, Intel",https://download.intel.com/newsroom/kits/core/3rdgen/gallery/images/3rd_Gen_Intel_Core_Die_Flat.jpg,,,,,
Intel,Core (3rd Gen),,,Ivy Bridge,4,,ivy_bridge_die_(quad-core).jpg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core (3rd Gen),,,Ivy Bridge,6,,ivy_bridge_(hexa-core)_die_shot.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core 3xxx,CPU,Core i7-3960X,Sandy Bridge-E,6,,,,,,intel-core_i7-3960X-extreme-edition-die-layout-intel_in_deutschland.jpg,"Copyright, Intel in Deutschland",https://www.flickr.com/photos/intel_de/6344342772/in/album-72157628126099314/,
Intel,Core (4th Gen),CPU,i3 4130,Haswell/Haswell,2,,intel-i3-4130-haswell-22nm.jpg,"CC-BY-SA-2.0, Cole L, https://www.flickr.com/photos/187597251@N05/",,,,,,
Intel,Core (4th Gen),CPU,,Haswell,4,,intel-4th Generation Intel Core Processor Die-Intel in Deutschland.jpg,"CC BY-SA 2.0, Intel in Deutschland",https://www.flickr.com/photos/intel_de/albums/72157635358941965,,intel-4th Generation Intel Core Processor Die Layout-Intel in Deutschland.jpg,"CC BY-SA 2.0, Intel in Deutschland",https://www.flickr.com/photos/intel_de/albums/72157635358941965,
Intel,Core (4th Gen),,Haswell GT3,Haswell,2,,haswell_gt3_die_(dual-core).jpg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core (4th Gen),,,Haswell,4,,haswell_die_(quad-core).png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core (5th Gen),CPU,i7-5960X,Haswell-E,8,,Intel-i7-5960X processor Extreme Edition.jpeg,"Copyright, Intel",intel.com,,,,,
Intel,Core (5th Gen),CPU,,Broadwell,2,,"broadwell_die_(dual-core,_2).png","Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core (5th Gen),CPU,,Broadwell,,,intel-5th_Gen_Intel_Core_processor_with_Intel_Iris_Graphics_die.png,"Copyright, Intel",intel.com,,,,,
Intel,Core 5xxx,CPU,Core i7 5775C,Broadwell/Broadwell-K,4,,broadwell_core_i7-5775C_die.jpg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core (6th Gen),CPU,Core 6xxx,Skylake,4,,skylake_(quad-core).png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core (6th Gen),CPU,,Skylake,,,intel-6th_Gen_Intel_Core_die_flat_1000.jpeg,"Copyright, Intel",intel.com,,,,,
Intel,Core (7th Gen),CPU,,Kaby Lake,2,,kaby_lake_(dual_core).png,"Copyright, Intel",,,,,,
Intel,Core (7th Gen),CPU,,Kaby Lake,4,,kaby_lake_(quad_core).png,"Copyright, Intel",,,,,,
Intel,Core (7th Gen),CPU,,,,,7th Gen Intel Core desktop processor die.jpg,"Copyright, Intel",intel.com,,,,,
Intel,Core (8th Gen),CPU,Core 8xxx,Kaby Lake R,4,,kaby_lake_r_die_shot.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Core (9th Gen),CPU,i9-9900K,Coffee Lake,,,Intel-9th-Gen-Core.jpg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,i860,CPU,A80860XP-50 SX657,,1,,Intel_80860XP_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,i860,CPU,A80860XR-40 SX438,,1,,Intel_80860XR_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,i960,CPU,80960CF,,1,,Intel_80960CF_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,i960,CPU,80960HD (early date),,1,,Intel_80960HD_early_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,i960,CPU,80960MX,,1,,Intel_80960MX_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,i960,CPU,A80960CA-33,,1,,Intel_80960CA_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,i960,CPU,A80960HD-66,,1,,Intel_80960HD_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,i960,CPU,A80960KA-20,,1,,Intel_80960KA_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,i960,CPU,N80960SA-20,,1,,Intel_80960SA_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,i980,CPU,80960JA,,1,,Intel_80960JA_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,iAPX 432,CPU,43201,,1,,intel.iapx_432_die_shot.102652367.lg.jpg,"Copyright, Intel",https://www.computerhistory.org/collections/catalog/102652367,,,,,
Intel,Itanium 2,CPU,,Madison,,,intel_madison_core.jpg,"PD, Martijn Boer, https://www.flickr.com/photos/sic66/",,,,,,
Intel,Itanium 9000 Series,CPU,Itanium 9000-series/2 core/24MB L3/90nm,Montecito,2,,"intel-Montecito (Itanium 9000-series with two cores and 24 MB L3 cache, 90 nm)-intel_newsroom.jpg","Copyright, Intel",http://download.intel.com/pressroom/kits/itanium2/pix/DCI2P_final.jpg,,,,,
Intel,Itanium 9300 Series,,Itanium 9300-series/four core/24 MB L3 cache/65 nm,Tukwila,4,,"intel-Tukwila (Itanium 9300-series with four cores and 24 MB L3 cache, 65 nm)-intel_newsroom.jpg","Copyright, Intel",http://www.flickr.com/photos/intelphotos/2431849597/sizes/o/in/set-72157604260756146/,,,,,
Intel,Itanium 9500 Series,CPU,,,8,,Intel-Itanium-Processor-9500.jpeg,"PD, Intel, https://wccftech.com/intel-itanium-kittson-ia64-processors-32nm/",,,,,,
Intel,Itanium 9500 Series,,Itanium 9500-series/eight cores/32 MB/32 nm,Poulson,,,"intel-Poulson (Itanium 9500-series with eight cores and 32 MB L3 cache, 32 nm)-intel_newsroom.jpg","Copyright, Intel",http://web.archive.org/web/20131022013546/http://newsroom.intel.com/servlet/JiveServlet/showImage/38-5555-2648/Intel-Itanium-Processor-9500_11.jpg,,,,,
Intel,MCS-196,MCU,83C196KB,,1,,Intel_83C196KB_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,MCS-48,MCU,8021,,1,,Intel_8021_2059_acid.jpg,"CC-BY-3.0,  Sean Riddle",http://seanriddledecap.blogspot.com/,,,,,
Intel,MCS-48,MCU,8742,,1,,Intel_8742_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,MCS-48,MCU,8748,,1,,Intel_8748_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,Other photos: https://commons.wikimedia.org/wiki/File:Intel_D8748.jpg
Intel,MCS-48,MCU,D8748-8,,1,,intel_D8748-8_mz_mit20x.jpg,"CC-BY, John McMaster, http://uvicrec.blogspot.com/",https://siliconpr0n.org/archive/doku.php?id=mcmaster:start,,,,,
Intel,MCS-51,MCU,8751H,,1,,Intel_8751H_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,MCS-51,MCU,D87C51-1 or D87C511,87C51,1,,intel_d87c511_mz_mit20x.jpg,"CC-BY, John McMaster, http://uvicrec.blogspot.com/",https://siliconpr0n.org/archive/doku.php?id=mcmaster:start,,,,,
Intel,MCS-51,MCU,P80C32,,1,,intel-p80c32-die-lq.jpg,"CC-BY, John McMaster, http://uvicrec.blogspot.com/",https://siliconpr0n.org/archive/doku.php?id=mcmaster:start,,,,,
Intel,MCS-51,MCU,P87C51,,1,,intel-p87C51-die.jpg,"CC-BY-3.0, CapsOff",http://caps0ff.blogspot.com/2019/10/c055-changyu2cye-87c51.html,,,,,
Intel,MCS-51,MCU,P87C52 (87C51FA),,1,,intel-87c51fa-yellowcloud-die.jpg,"CC BY 2.0, yellowcloud: yellowlaserdriver@yahoo.de",https://www.flickr.com/photos/yellowcloud/albums/72157623867881572,,,,,
Intel,MCS-51,MCU,S87C521SF76,87C51FC,1,,Intel_87C51FC_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,https://siliconpr0n.org/archive/doku.php?id=gerlinsky:intel:s87c521sf76
Intel,MCS-51,MCU,SAB87C51FAD,87C51FA,1,,intel_SAB87c51fad_mz_mit20x.jpg,"CC-BY, John McMaster, http://uvicrec.blogspot.com/",https://siliconpr0n.org/archive/doku.php?id=mcmaster:start,,,,,
Intel,Penium 4,CPU,3.00GHZ/1M/800 SL7PM,,,,intel-pentium-4-3.00ghz-1m-800-sl7pm-die-yellowcloud.jpg,"CC BY 2.0, yellowcloud: yellowlaserdriver@yahoo.de",https://www.flickr.com/photos/yellowcloud/albums/72157623867881572,,,,,
Intel,Pentium,CPU,A80502-100 SX963 (P54C),P54C,1,,Intel_Pentium_P54C_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,Pentium,CPU,A80502-120 SY062 (P54CS),P54CS,1,,Intel_Pentium_120_MHz_P54CS_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,Another version: https://www.flickr.com/photos/187597251@N05/
Intel,Pentium,CPU,A80502-133 SK106 (P54CS),P54CS,1,,Intel_Pentium_P54CS_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,Pentium,CPU,,P5,1,,pentium_die_shot.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Pentium 4,CPU,640,Prescott,,,intel-pentium-4-640-prescott.jpg,"CC-BY-SA-2.0, Cole L, https://www.flickr.com/photos/187597251@N05/",,,,,,
Intel,Pentium 4,CPU,Pentium 4 6xx,Prescott-2M,,,Pentium_4_6xx-die_2M.jpg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Pentium 4,CPU,,Netburst/Northwood,,,netburst_northwood_core_die.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Pentium 4,CPU,,"Netburst, Prescott-1M",,,netburst_prescott_core_die-1M-L2.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Pentium 4,CPU,,Willamette,,,netburst_willamette_core_die.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Pentium Extream Edition,CPU,,Smithfield,2,,intel-pentium-EE-smithfield_die_lq.jpeg,"Copyright, Intel",intel.com,,,,,
Intel,Pentium II,CPU,80522,Klamath,,,intel_p6_die_shot.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Pentium II,CPU,80524,Dixon,,,intel-dixon-pentium-ii-core.jpg,"PD, Martijn Boer, https://www.flickr.com/photos/sic66/",,,,,,
Intel,Pentium III,CPU,SL5CG,Tualatin,1,,Intel@130nm@P6@Tualatin@Pentium_III@SL5CG.jpg,"PD, Fritzchens Fritz, https://www.flickr.com/photos/130561288@N04/",,,,,,
Intel,Pentium III,CPU,,"P6, Coppermine-T",1,,intel-coppermine-T-core.jpg,"PD, Martijn Boer, https://www.flickr.com/photos/sic66/",,,,,,
Intel,Pentium III,CPU,,Tualatin,,,intel-tualatin-core.jpg,"PD, Martijn Boer, https://www.flickr.com/photos/sic66/",,,,,,
Intel,Pentium III Xeon,CPU,SL4XW,Cascades,,,Intel@180nm@P6@Cascades@Pentium_III_Xeon@SL4XW.jpg,"PD, Fritzchens Fritz, https://www.flickr.com/photos/130561288@N04/",,,,,,
Intel,Pentium M (Banias),CPU,Pentium M/1MB/Socket 479/130nm,,,,"intel-Banias (Pentium M with 1 MB L2 cache in Socket 479, 130 nm)-intel-newsroom.jpg","Copyright, Intel",http://download.intel.com/pressroom/images/centrino_dieshot.zip,,,,,
Intel,Pentium M (Dothan),CPU,Pentium M/2MB/Socket 479/90nm,,,,"intel-Dothan (Pentium M with 2 MB L2 cache in Socket 479, 90 nm)-intel-newsroom.jpg","Copyright, Intel",https://download.intel.com/newsroom/kits/40thanniversary/gallery/images/Pentium_M-die.jpg,,,,,
Intel,Pentium MMX,CPU,A80503-166 SL27K (P55C),,1,,Intel_Pentium_MMX_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,Pentium M (P6),SoC,"Canmore (CE 3100) SoC (Pentium M core 256 KB L2 cache, PowerVR SGX535 (Intel GMA500) graphics, 90 nm)",,,,"intel-Canmore (CE 3100) SoC (Pentium M core 256 KB L2 cache, PowerVR SGX535 (Intel GMA500) graphics, 90 nm)-intel-newsroom.jpg","Copyright, Intel",https://download.intel.com/pressroom/kits/events/idffall_2008/images/Dothan_Die_flat.jpg,,,,,
Intel,Pentium M (P6),SoC,,Penium M,,,"intel-Tolapai, EP80579 SoC (Pentium M core, 256 KB L2 cache, 90 nm)-intel-newsroom.jpg","Copyright, Intel",https://download.intel.com/pressroom/kits/soc/Tolapai_flat.jpg,,,,,
Intel,Pentium OverDrive,CPU,PODP5V83 SU014 (P24T),,1,,Intel_Pentium_OverDrive_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,Pentium Pro,CPU,,,1,,pentium_pro_die_shot.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Polaris,CPU,,,80,302.5 mm² ,intel_polaris_die_varient_2.png,"Copyright, Intel Labs",https://en.wikichip.org/,,,,,
Intel,Xeon,CPU,QJW5,Skylake - Skylake-SP,,,Intel@14nm@Skylake@Skylake-SP(XCC)@Xeon(ES)@QJW5.jpg,"PD, Fritzchens Fritz, https://www.flickr.com/photos/130561288@N04/",,,,,,
Intel,Xeon 3xxx,CPU,Xeon 3060,Conroe,,,intel-xeon-3060-conroe.jpg,"CC-BY-SA-2.0, Cole L, https://www.flickr.com/photos/187597251@N05/",,,,,,
Intel,Xeon 5100,CPU,,Woodcrest,2,,intel_woodcrest_die_shot.jpg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Xeon 5xxx,CPU,Xeon 5150,,,,intel-xeon-5150.jpg,"CC-BY-SA-2.0, Cole L, https://www.flickr.com/photos/187597251@N05/",,,,,,
Intel,Xeon 5xxx,CPU,Xeon 55xx,Bloomfield/Gainestown,4,,intel_bloomfield-gainestown_core.jpg,"PD, Martijn Boer, https://www.flickr.com/photos/sic66/",,,,,,
Intel,Xeon 5xxx,CPU,Xeon 5600,Westmere,6,248 mm2,intel-xeon_5600-westmere-die-6-core-intel_in_deutschland.jpg,"Copyright, Intel in Deutschland",https://www.flickr.com/photos/intel_de/albums/72157623506268805,,intel-xeon_5600-westmere-die-layout-6-core-intel_in_deutschland.jpg,"Copyright, Intel in Deutschland",https://www.flickr.com/photos/intel_de/albums/72157623506268805,
Intel,Xeon 6xxx/7xxx,CPU,,Nehalem-EX,8,,intel_Nehalem-EX_die_shot.jpeg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Xeon 7xxx,CPU,Xeon 74xx,Penryn-Dunnington,6,,intel_Penryn_dunnington_die_shot.jpeg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Xeon E5,CPU,E5-2600 v2,Ivy Bridge-EP,,,intel_ivy-bridge_E5-2600_v2_die_shot.jpeg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Xeon E5/Xeon E7,CPU,,Haswell-EP/Haswell-EX,18,,intel_xeon_e7_v3.jpg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Xeon E7,CPU,Xeon E7,Intel Xeon E7 Westmere-EX,10,,intel_xeon_e7_die_shot.jpg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Xeon E7 V2,CPU,QDPJ,Sandy Bridge - Ivy Bridge-SP,,,Intel@Sandybridge@Ivy_Bridge-EX_(Ivytown)@Xeon_E7_V2@QDPJ_ES.jpg,"PD, Fritzchens Fritz, https://www.flickr.com/photos/130561288@N04/",,,,,,
Intel,Xeon Phi,CPU,prototype,Knights Ferry,32,,knights_ferry_die.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Xeon Phi,CPU,,Knights Corner,62 (61 enabled),,knights_corner_die_shot.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,Xeon Phi,CPU,,Knights Landing - Silvermont,76(72 enabled),682.6 mm²,intel_xeon_phi_knightslanding_die_shot_.jpeg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,,CPU,"Broadwell dual-core with GT2 graphics (Core M-5Yxx and Core i3/i5/i7, 5th gen, mobile dual-core with 5500 graphics)",Broadwell,2,,intel-dual_broadwell-gt2_graphics-die.jpg,"Copyright, Intel",https://download.intel.com/newsroom/kits/ifa/2014/gallery/images/Broadwell_Die_Horizontal.jpg,,,,,intel-dual_broadwell-gt2_graphics-die2.jpg
Intel,,CPU,i3 540,Westmere/Clarkdale,2,,intel-i3-540-westmere.jpg,"CC-BY-SA-2.0, Cole L, https://www.flickr.com/photos/187597251@N05/",,,,,,
Intel,,CPU,"Xeon 34xx, i5-7xx, i7-8xx",Nehalem-Lynnfield,4,,intel_nehalem_lynfield_die_shot.jpg,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,,CPU,,Broadwell,2,,broadwell_with_iris_pro_die_(dual-core).png,"Copyright, Intel",https://en.wikichip.org/,,,,,
Intel,,CPU,,Broadwell,10,,broadwell_(deca-core)_die_shot.png,"Copyright, Intel",https://en.wikichip.org/,,,,,
