Manufacturer,Family,S-Spec number,Speed,Bus speed,L2 cache size,Package type,Part number,Alternative part number 1,Alternative part number 2,Alternative part number 3,Alternative part number 4,Alternative part number 5,Alternative part number 6,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5
Intel,Pentium 4,QDGV,3GHz,800MHz,2048KiB,775-land FC-LGA4,JM80547PG0802M,,,,,,,http://www.cpu-world.com/sspec/QD/QDGV.html,,,,
Intel,Pentium 4,QDHL,2.933GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0771M,,,,,,,http://www.cpu-world.com/sspec/QD/QDHL.html,,,,
Intel,Pentium 4,QDHT,2.933GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0771M,,,,,,,http://www.cpu-world.com/sspec/QD/QDHT.html,,,,
Intel,Pentium 4,QDHU,2.933GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0771M,,,,,,,http://www.cpu-world.com/sspec/QD/QDHU.html,,,,
Intel,Pentium 4,QDIC,2.667GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0671M,,,,,,,http://www.cpu-world.com/sspec/QD/QDIC.html,,,,
Intel,Pentium 4,QDID,2.667GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0671M,,,,,,,http://www.cpu-world.com/sspec/QD/QDID.html,,,,
Intel,Pentium 4,QDIP,3.067GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0831M,,,,,,,http://www.cpu-world.com/sspec/QD/QDIP.html,,,,
Intel,Pentium 4,QDZP,3.067GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0831M,,,,,,,http://www.cpu-world.com/sspec/QD/QDZP.html,,,,
Intel,Pentium 4,QE8M,3.8GHz,800MHz,2048KiB,775-land FC-LGA4, ,,,,,,,http://www.cpu-world.com/sspec/QE/QE8M.html,,,,
Intel,Pentium 4,QEBM,3.8GHz,800MHz,2048KiB,775-land FC-LGA4,JM80547PG1122M,,,,,,,http://www.cpu-world.com/sspec/QE/QEBM.html,,,,
Intel,Pentium 4,QENU,3.2GHz,800MHz,2048KiB,775-land FC-LGA4,HH80552PG0882M,,,,,,,http://www.cpu-world.com/sspec/QE/QENU.html,,,,
Intel,Pentium 4,QES2,1.8GHz,400MHz,256KiB,478-pin FC-PGA2,RK80531PC0330K,,,,,,,http://www.cpu-world.com/sspec/QE/QES2.html,,,,
Intel,Pentium 4,QES3,1.7GHz,400MHz,256KiB,478-pin FC-PGA2,RK80531PC0290K,,,,,,,http://www.cpu-world.com/sspec/QE/QES3.html,,,,
Intel,Pentium 4,QES5,1.5GHz,400MHz,256KiB,478-pin FC-PGA2,80531PC1.5G0K,,,,,,,http://www.cpu-world.com/sspec/QE/QES5.html,,,,
Intel,Pentium 4,QFDD,3.4GHz,800MHz,2048KiB,775-land FC-LGA4, ,,,,,,,http://www.cpu-world.com/sspec/QF/QFDD.html,,,,
Intel,Pentium 4,QFE8,2GHz,400MHz,256KiB,423-pin OLGA/PPGA,RK80531PC0410K,,,,,,,http://www.cpu-world.com/sspec/QF/QFE8.html,,,,
Intel,Pentium 4,QFE9,1.8GHz,400MHz,256KiB,423-pin OLGA/PPGA,RN80528PC033G0K,,,,,,,http://www.cpu-world.com/sspec/QF/QFE9.html,,,,
Intel,Pentium 4,QFEM,3.067GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0831M,,,,,,,http://www.cpu-world.com/sspec/QF/QFEM.html,,,,
Intel,Pentium 4,QFF2,1.4GHz,400MHz,256KiB,423-pin OLGA/PPGA,RN80528PC0170K,,,,,,,http://www.cpu-world.com/sspec/QF/QFF2.html,,,,
Intel,Pentium 4,QFF8,2GHz,400MHz,256KiB,478-pin FC-PGA2,RK80531PC0410K,,,,,,,http://www.cpu-world.com/sspec/QF/QFF8.html,,,,
Intel,Pentium 4,QFF9,1.8GHz,400MHz,256KiB,478-pin FC-PGA2,RK80531PC033G0K,,,,,,,http://www.cpu-world.com/sspec/QF/QFF9.html,,,,
Intel,Pentium 4,QFIL,3.4GHz,800MHz,1024KiB,775-land FC-LGA4,JM80547PG0961M,,,,,,,http://www.cpu-world.com/sspec/QF/QFIL.html,,,,
Intel,Pentium 4,QFKD,3.067GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0831M,,,,,,,http://www.cpu-world.com/sspec/QF/QFKD.html,,,,
Intel,Pentium 4,QFKO,2.933GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0771M,,,,,,,http://www.cpu-world.com/sspec/QF/QFKO.html,,,,
Intel,Pentium 4,QFLK,2.667GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0671M,,,,,,,http://www.cpu-world.com/sspec/QF/QFLK.html,,,,
Intel,Pentium 4,QFRK,3.4GHz,800MHz,1024KiB,478-pin FC-mPGA4,RK80546PG0961M,,,,,,,http://www.cpu-world.com/sspec/QF/QFRK.html,,,,
Intel,Pentium 4,QFRT,3.2GHz,800MHz,1024KiB,478-pin FC-mPGA4, ,,,,,,,http://www.cpu-world.com/sspec/QF/QFRT.html,,,,
Intel,Pentium 4,QFSC,3GHz,800MHz,1024KiB,478-pin FC-mPGA4, ,,,,,,,http://www.cpu-world.com/sspec/QF/QFSC.html,,,,
Intel,Pentium 4,QFX6,1.5GHz,400MHz,512KiB,478-pin FC-PGA2,80532PC021512,,,,,,,http://www.cpu-world.com/sspec/QF/QFX6.html,,,,
Intel,Pentium 4,QG95,3GHz,800MHz,1024KiB,478-pin FC-mPGA4, ,,,,,,,http://www.cpu-world.com/sspec/QG/QG95.html,,,,
Intel,Pentium 4,QGDZ,3.2GHz,800MHz,2048KiB,775-land FC-LGA4,HH80552PG0882M,,,,,,,http://www.cpu-world.com/sspec/QG/QGDZ.html,,,,
Intel,Pentium 4,QGMS,3.8GHz,800MHz,2048KiB,775-land FC-LGA4,HH80547PG1122M,,,,,,,http://www.cpu-world.com/sspec/QG/QGMS.html,,,,
Intel,Pentium 4,QGMW,3.8GHz,800MHz,2048KiB,775-land FC-LGA4,HH80547PG1122M,,,,,,,http://www.cpu-world.com/sspec/QG/QGMW.html,,,,
Intel,Pentium 4,QGNR,3.6GHz,800MHz,2048KiB,775-land FC-LGA4,HH80547PG1042M,,,,,,,http://www.cpu-world.com/sspec/QG/QGNR.html,,,,
Intel,Pentium 4,QGOI,3.4GHz,800MHz,2048KiB,775-land FC-LGA4,HH80547PG0962M,,,,,,,http://www.cpu-world.com/sspec/QG/QGOI.html,,,,
Intel,Pentium 4,QGU4,1.9GHz,400MHz,256KiB,423-pin OLGA/PPGA,80528PC1.9G0K,,,,,,,http://www.cpu-world.com/sspec/QG/QGU4.html,,,,
Intel,Pentium 4,QGU6,1.9GHz,400MHz,256KiB,478-pin FC-PGA2,80531PC1.9G0K,,,,,,,http://www.cpu-world.com/sspec/QG/QGU6.html,,,,
Intel,Pentium 4,QH49,3.4GHz,800MHz,512KiB,478-pin FC-PGA2, ,,,,,,,http://www.cpu-world.com/sspec/QH/QH49.html,,,,
Intel,Pentium 4,QH53,3.2GHz,800MHz,2048KiB,478-pin FC-PGA2, ,,,,,,,http://www.cpu-world.com/sspec/QH/QH53.html,,,,
Intel,Pentium 4,QH57,3GHz,800MHz,512KiB,478-pin FC-PGA2,80532PG0802M,,,,,,,http://www.cpu-world.com/sspec/QH/QH57.html,,,,
Intel,Pentium 4,QHJ4,2GHz,400MHz,512KiB,478-pin FC-PGA2,80532PC041512,,,,,,,http://www.cpu-world.com/sspec/QH/QHJ4.html,,,,
Intel,Pentium 4,QHL5,2.2GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC049512,,,,,,,http://www.cpu-world.com/sspec/QH/QHL5.html,,,,
Intel,Pentium 4,QHL6,2GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC041512,,,,,,,http://www.cpu-world.com/sspec/QH/QHL6.html,,,,
Intel,Pentium 4,QIAT,3.2GHz,800MHz,2048KiB,775-land FC-LGA4,HH80552PG0882M,,,,,,,http://www.cpu-world.com/sspec/QI/QIAT.html,,,,
Intel,Pentium 4,QIAZ,3GHz,800MHz,2048KiB,775-land FC-LGA4,HH80552PG0802M,,,,,,,http://www.cpu-world.com/sspec/QI/QIAZ.html,,,,
Intel,Pentium 4,QIE9,2.2GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC049512,,,,,,,http://www.cpu-world.com/sspec/QI/QIE9.html,,,,
Intel,Pentium 4,QIF0,2GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC041512,,,,,,,http://www.cpu-world.com/sspec/QI/QIF0.html,,,,
Intel,Pentium 4,QIF8,2GHz,400MHz,512KiB,478-pin FC-PGA2, ,,,,,,,http://www.cpu-world.com/sspec/QI/QIF8.html,,,,
Intel,Pentium 4,QIGP,3.2GHz,800MHz,2048KiB,775-land FC-LGA4, ,,,,,,,http://www.cpu-world.com/sspec/QI/QIGP.html,,,,
Intel,Pentium 4,QJ23,2.8GHz,800MHz,1024KiB,775-land FC-LGA4,JM80547PG0721M,,,,,,,http://www.cpu-world.com/sspec/QJ/QJ23.html,,,,
Intel,Pentium 4,QJ29,2.667GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0671M,,,,,,,http://www.cpu-world.com/sspec/QJ/QJ29.html,,,,
Intel,Pentium 4,QJ35,2.4GHz,533MHz,1024KiB,775-Land LGA,JM80547PE0561M,,,,,,,http://www.cpu-world.com/sspec/QJ/QJ35.html,,,,
Intel,Pentium 4,QJ60,2.4GHz,533MHz,1024KiB,478-pin FC-PGA2,RK80546PE0561M,,,,,,,http://www.cpu-world.com/sspec/QJ/QJ60.html,,,,
Intel,Pentium 4,QJ85,3GHz,800MHz,1024KiB,478-pin FC-PGA2,RK80546PG0801M,,,,,,,http://www.cpu-world.com/sspec/QJ/QJ85.html,,,,
Intel,Pentium 4,QJ86,2.8GHz,800MHz,1024KiB,478-pin FC-mPGA4,RK80546PG0721M,,,,,,,http://www.cpu-world.com/sspec/QJ/QJ86.html,,,,
Intel,Pentium 4,QJOI,3.6GHz,800MHz,2048KiB,775-land FC-LGA4,HH80552PG1042M,,,,,,,http://www.cpu-world.com/sspec/QJ/QJOI.html,,,,
Intel,Pentium 4,QJOJ,3.4GHz,800MHz,2048KiB,775-land FC-LGA4,HH80552PG0962M,,,,,,,http://www.cpu-world.com/sspec/QJ/QJOJ.html,,,,
Intel,Pentium 4,QJR9,2.4GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC056512,,,,,,,http://www.cpu-world.com/sspec/QJ/QJR9.html,,,,
Intel,Pentium 4,QJS0,2.2GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC049512,,,,,,,http://www.cpu-world.com/sspec/QJ/QJS0.html,,,,
Intel,Pentium 4,QJS1,2GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC041512,,,,,,,http://www.cpu-world.com/sspec/QJ/QJS1.html,,,,
Intel,Pentium 4,QJU5,1.9GHz,400MHz,256KiB,478-pin FC-PGA2,RK80531PC037G0K,,,,,,,http://www.cpu-world.com/sspec/QJ/QJU5.html,,,,
Intel,Pentium 4,QJU6,1.8GHz,400MHz,256KiB,478-pin FC-PGA2,RK80531PC033G0K,,,,,,,http://www.cpu-world.com/sspec/QJ/QJU6.html,,,,
Intel,Pentium 4,QK33,3.4GHz,800MHz,1024KiB,478-pin FC-PGA2,RK80546PG0961M,,,,,,,http://www.cpu-world.com/sspec/QK/QK33.html,,,,
Intel,Pentium 4,QK34,3.2GHz,800MHz,1024KiB,478-pin FC-PGA2,RK80546PG0881M,,,,,,,http://www.cpu-world.com/sspec/QK/QK34.html,,,,
Intel,Pentium 4,QKOA,3.067GHz,533MHz,1024KiB,775-land FC-LGA4,JM80547PE0831M,,,,,,,http://www.cpu-world.com/sspec/QK/QKOA.html,,,,
Intel,Pentium 4,QLB2,2.533GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PD061512,,,,,,,http://www.cpu-world.com/sspec/QL/QLB2.html,,,,
Intel,Pentium 4,QLE5,1.8GHz,400MHz,512KiB,478-pin FC-PGA2,RK80534PC033512,,,,,,,http://www.cpu-world.com/sspec/QL/QLE5.html,,,,
Intel,Pentium 4,QLY8,2.4GHz,533MHz,512KiB,478-pin FC-PGA2,80532PD056512,,,,,,,http://www.cpu-world.com/sspec/QL/QLY8.html,,,,
Intel,Pentium 4,QMJ6,2.4GHz,533MHz, , , ,,,,,,,http://www.cpu-world.com/sspec/QM/QMJ6.html,,,,
Intel,Pentium 4,QMNV,3.6GHz,800MHz,2048KiB,775-land FC-LGA4,HH80552PG1042M,,,,,,,http://www.cpu-world.com/sspec/QM/QMNV.html,,,,
Intel,Pentium 4,QMNW,3.4GHz,800MHz,2048KiB,775-land FC-LGA4,HH80552PG0962M,,,,,,,http://www.cpu-world.com/sspec/QM/QMNW.html,,,,
Intel,Pentium 4,QMNX,3.2GHz,800MHz,2048KiB,775-land FC-LGA4,HH80552PG0882M,,,,,,,http://www.cpu-world.com/sspec/QM/QMNX.html,,,,
Intel,Pentium 4,QMNY,3GHz,800MHz,2048KiB,775-land FC-LGA4,HH80552PG0802M,,,,,,,http://www.cpu-world.com/sspec/QM/QMNY.html,,,,
Intel,Pentium 4,QMRJ,3.6GHz,800MHz,2048KiB,775-land LGA,HH80552PG1042M,,,,,,,http://www.cpu-world.com/sspec/QM/QMRJ.html,,,,
Intel,Pentium 4,QMRM,3.4GHz,800MHz,2048KiB,775-land LGA,HH80552PG0962M,,,,,,,http://www.cpu-world.com/sspec/QM/QMRM.html,,,,
Intel,Pentium 4,QMRP,3.2GHz,800MHz,2048KiB,775-land LGA,HH80552PG0882M,,,,,,,http://www.cpu-world.com/sspec/QM/QMRP.html,,,,
Intel,Pentium 4,QMRS,3GHz,800MHz,2048KiB,775-land LGA,HH80552PG0802M,,,,,,,http://www.cpu-world.com/sspec/QM/QMRS.html,,,,
Intel,Pentium 4,QMT0,2.6GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC064512,,,,,,,http://www.cpu-world.com/sspec/QM/QMT0.html,,,,
Intel,Pentium 4,QMT1,2.4GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC056512,,,,,,,http://www.cpu-world.com/sspec/QM/QMT1.html,,,,
Intel,Pentium 4,QMU5,2.533GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PE061512,,,,,,,http://www.cpu-world.com/sspec/QM/QMU5.html,,,,
Intel,Pentium 4,QMU6,2.4GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PE056512,,,,,,,http://www.cpu-world.com/sspec/QM/QMU6.html,,,,
Intel,Pentium 4,QMUS,2.533GHz,533MHz,512KiB,478-pin FC-PGA2,80532PE061512,,,,,,,http://www.cpu-world.com/sspec/QM/QMUS.html,,,,
Intel,Pentium 4,QMW8,2.2GHz,400MHz,512KiB,478-pin FC-PGA2,RK80534PC049512,,,,,,,http://www.cpu-world.com/sspec/QM/QMW8.html,,,,
Intel,Pentium 4,QMW9,2GHz,400MHz,512KiB,478-pin FC-PGA2, ,,,,,,,http://www.cpu-world.com/sspec/QM/QMW9.html,,,,
Intel,Pentium 4,QN92,3.4GHz,800MHz,1024KiB,478-pin FC-PGA2,RK80546PG0961M,,,,,,,http://www.cpu-world.com/sspec/QN/QN92.html,,,,
Intel,Pentium 4,QND4,2.5GHz,400MHz,512KiB,478-pin FC-PGA2,80532PC060512,,,,,,,http://www.cpu-world.com/sspec/QN/QND4.html,,,,
Intel,Pentium 4,QNE2,2.667GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PE067512,,,,,,,http://www.cpu-world.com/sspec/QN/QNE2.html,,,,
Intel,Pentium 4,QOV1,2.4GHz,400MHz,512KiB,478-pin FC-PGA2,80532PC056512,,,,,,,http://www.cpu-world.com/sspec/QO/QOV1.html,,,,
Intel,Pentium 4,QOV9,2.4GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PD056512,,,,,,,http://www.cpu-world.com/sspec/QO/QOV9.html,,,,
Intel,Pentium 4,QP11,2.8GHz,533MHz,1024KiB,478-pin FC-mPGA4,RK80546PE0721M,,,,,,,http://www.cpu-world.com/sspec/QP/QP11.html,,,,
Intel,Pentium 4,QP75,3.2GHz,800MHz,1024KiB,478-pin FC-mPGA4,RK80546PG0881M,,,,,,,http://www.cpu-world.com/sspec/QP/QP75.html,,,,
Intel,Pentium 4,QP76,3GHz,800MHz,1024KiB,478-pin FC-mPGA4,RK80546PG0801M,,,,,,,http://www.cpu-world.com/sspec/QP/QP76.html,,,,
Intel,Pentium 4,QP77,2.8GHz,800MHz,1024KiB,478-pin FC-mPGA4,RK80546PG0721M,,,,,,,http://www.cpu-world.com/sspec/QP/QP77.html,,,,
Intel,Pentium 4,QPUJ,3.4GHz,800MHz,1024KiB,775-land FC-LGA4, ,,,,,,,http://www.cpu-world.com/sspec/QP/QPUJ.html,,,,
Intel,Pentium 4,QQ44,3.6GHz,800MHz,1024KiB,775-land FC-LGA4,JM80547PG1041M,,,,,,,http://www.cpu-world.com/sspec/QQ/QQ44.html,,,,
Intel,Pentium 4,QQ50,3.6GHz,800MHz,1024KiB,775-land FC-LGA4,JM80547PG1041M,,,,,,,http://www.cpu-world.com/sspec/QQ/QQ50.html,,,,
Intel,Pentium 4,QQ56,3.4GHz,800MHz,1024KiB,775-land FC-LGA4,JM80547PG0961M,,,,,,,http://www.cpu-world.com/sspec/QQ/QQ56.html,,,,
Intel,Pentium 4,QQ62,3.4GHz,800MHz,1024KiB,775-land FC-LGA4,JM80547PG0961M,,,,,,,http://www.cpu-world.com/sspec/QQ/QQ62.html,,,,
Intel,Pentium 4,QQAB,3.067GHz,533MHz,1024KiB,775-land FC-LGA4,HH80547PE0831M,,,,,,,http://www.cpu-world.com/sspec/QQ/QQAB.html,,,,
Intel,Pentium 4,QQHL,3.6GHz,800MHz,2048KiB,775-land FC-LGA4, ,,,,,,,http://www.cpu-world.com/sspec/QQ/QQHL.html,,,,
Intel,Pentium 4,QQHO,3.4GHz,800MHz,2048KiB,775-land FC-LGA4,HH80552PG0962M,,,,,,,http://www.cpu-world.com/sspec/QQ/QQHO.html,,,,
Intel,Pentium 4,QQHR,3.2GHz,800MHz,2048KiB,775-land FC-LGA4, ,,,,,,,http://www.cpu-world.com/sspec/QQ/QQHR.html,,,,
Intel,Pentium 4,QQHU,3GHz,800MHz,2048KiB,775-land FC-LGA4, ,,,,,,,http://www.cpu-world.com/sspec/QQ/QQHU.html,,,,
Intel,Pentium 4,QRA2,3GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC080512,,,,,,,http://www.cpu-world.com/sspec/QR/QRA2.html,,,,
Intel,Pentium 4,QRB0,3.067GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PE083512,,,,,,,http://www.cpu-world.com/sspec/QR/QRB0.html,,,,
Intel,Pentium 4,QRB2,2.8GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PE072512,,,,,,,http://www.cpu-world.com/sspec/QR/QRB2.html,,,,
Intel,Pentium 4,QRB4,2.8GHz,533MHz,512KiB,478-pin FC-PGA2, ,,,,,,,http://www.cpu-world.com/sspec/QR/QRB4.html,,,,
Intel,Pentium 4,QRBO,3.067GHz,533MHz,512KiB,478-pin FC-PGA2, ,,,,,,,http://www.cpu-world.com/sspec/QR/QRBO.html,,,,
Intel,Pentium 4,QRE0,2.5GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC060512,,,,,,,http://www.cpu-world.com/sspec/QR/QRE0.html,,,,
Intel,Pentium 4,QRG4,2.8GHz,533MHz,512KiB,478-pin FC-PGA2,80532PE072512,,,,,,,http://www.cpu-world.com/sspec/QR/QRG4.html,,,,
Intel,Pentium 4,QS16,3.2GHz,800MHz,1024KiB,775-land FC-LGA4,JM80547PG0881M,,,,,,,http://www.cpu-world.com/sspec/QS/QS16.html,,,,
Intel,Pentium 4,QT69, ,400,256KiB,423-pin OLGA/PPGA,80528PC1.XG0K,,,,,,,http://www.cpu-world.com/sspec/QT/QT69.html,,,,
Intel,Pentium 4,QU43,1.4GHz,400MHz,256KiB,423-pin OLGA/PPGA,80528PC1.4G0K,,,,,,,http://www.cpu-world.com/sspec/QU/QU43.html,,,,
Intel,Pentium 4,QU47,1.2GHz,400MHz,256KiB,423-pin OLGA/PPGA,80528PC1.2G0K,,,,,,,http://www.cpu-world.com/sspec/QU/QU47.html,,,,
Intel,Pentium 4,QUR6,2.8GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PE072512,,,,,,,http://www.cpu-world.com/sspec/QU/QUR6.html,,,,
Intel,Pentium 4,QUR8,2.4GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC056512,,,,,,,http://www.cpu-world.com/sspec/QU/QUR8.html,,,,
Intel,Pentium 4,QUR9,2.8GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PE072512,,,,,,,http://www.cpu-world.com/sspec/QU/QUR9.html,,,,
Intel,Pentium 4,QUS1,2.4GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC056512,,,,,,,http://www.cpu-world.com/sspec/QU/QUS1.html,,,,
Intel,Pentium 4,QVF5,3.067GHz,533MHz,512KiB,478-pin FC-PGA2,80532PE083512,,,,,,,http://www.cpu-world.com/sspec/QV/QVF5.html,,,,
Intel,Pentium 4,QVP0,2.267GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PE051512,,,,,,,http://www.cpu-world.com/sspec/QV/QVP0.html,,,,
Intel,Pentium 4,QVV4,3.067GHz,533MHz,512KiB,478-pin FC-PGA2,80532PE083512,,,,,,,http://www.cpu-world.com/sspec/QV/QVV4.html,,,,
Intel,Pentium 4,QVV7,2.8GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532GE072512,,,,,,,http://www.cpu-world.com/sspec/QV/QVV7.html,,,,
Intel,Pentium 4,QVW0,2.667GHz,533MHz,512KiB,478-pin FC-PGA2,80532PE067512,,,,,,,http://www.cpu-world.com/sspec/QV/QVW0.html,,,,
Intel,Pentium 4,QW78,2.8GHz,533MHz,1024KiB,478-pin FC-PGA2,RK80546PE0721M,,,,,,,http://www.cpu-world.com/sspec/QW/QW78.html,,,,
Intel,Pentium 4,QW853,3.067GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PE083512,,,,,,,http://www.cpu-world.com/sspec/QW/QW853.html,,,,
Intel,Pentium 4,QWA5,2.8GHz,800MHz,512KiB,478-pin FC-PGA2,RK80532PG072512,,,,,,,http://www.cpu-world.com/sspec/QW/QWA5.html,,,,
Intel,Pentium 4,QWA6,2.4GHz,800MHz,512KiB,478-pin FC-PGA2,RK80532PG056512,,,,,,,http://www.cpu-world.com/sspec/QW/QWA6.html,,,,
Intel,Pentium 4,QWB5,2.6GHz,400MHz,512KiB,478-pin FC-PGA2,RK80532PC064512,,,,,,,http://www.cpu-world.com/sspec/QW/QWB5.html,,,,
Intel,Pentium 4,QWF5,3.067GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PE083512,,,,,,,http://www.cpu-world.com/sspec/QW/QWF5.html,,,,
Intel,Pentium 4,QWF9,2.8GHz,533MHz,512KiB,478-pin FC-PGA2,RK80532PE072512,,,,,,,http://www.cpu-world.com/sspec/QW/QWF9.html,,,,
Intel,Pentium 4,QWJ6,2.6GHz,800MHz,512KiB,478-pin FC-PGA2,80532PG064512,,,,,,,http://www.cpu-world.com/sspec/QW/QWJ6.html,,,,
Intel,Pentium 4,QWK0,2.6GHz,800MHz,512KiB,478-pin FC-PGA2,80532PG064512,,,,,,,http://www.cpu-world.com/sspec/QW/QWK0.html,,,,
Intel,Pentium 4,QWK3,3GHz,800MHz,512KiB,478-pin FC-PGA2,RK80532PG080512,,,,,,,http://www.cpu-world.com/sspec/QW/QWK3.html,,,,
Intel,Pentium 4,QWK5,2.8GHz,800MHz,512KiB,478-pin FC-PGA2,RK80532PG072512,,,,,,,http://www.cpu-world.com/sspec/QW/QWK5.html,,,,
Intel,Pentium 4,QWN2,3.2GHz,800MHz,512KiB,478-pin FC-PGA2,RK80532PG088512,,,,,,,http://www.cpu-world.com/sspec/QW/QWN2.html,,,,
Intel,Pentium 4,QWN3,3GHz,800MHz,512KiB,478-pin FC-PGA2,RK80532PG080512,,,,,,,http://www.cpu-world.com/sspec/QW/QWN3.html,,,,
Intel,Pentium 4,QWP5,2.6GHz,800MHz,512KiB,478-pin FC-PGA2,RK80532PG064512,,,,,,,http://www.cpu-world.com/sspec/QW/QWP5.html,,,,
Intel,Pentium 4,QWP6,2.8GHz,800MHz,512KiB,478-pin FC-PGA2,RK80532PG072512,,,,,,,http://www.cpu-world.com/sspec/QW/QWP6.html,,,,
Intel,Pentium 4,QWP7,2.4GHz,800MHz,512KiB,478-pin FC-PGA2,RK80532PG056512,,,,,,,http://www.cpu-world.com/sspec/QW/QWP7.html,,,,
Intel,Pentium 4,QWU2,2.8GHz,400MHz,512KiB,478-pin FC-PGA2,80532PC072512,,,,,,,http://www.cpu-world.com/sspec/QW/QWU2.html,,,,
Intel,Pentium 4,QX59,3GHz,800MHz,1024KiB,478-pin FC-PGA2,RK80546PG0801M,,,,,,,http://www.cpu-world.com/sspec/QX/QX59.html,,,,
Intel,Pentium 4,QY81,1.4GHz,400MHz,256KiB,423-pin OLGA/PPGA,80528PC1.4G0K,,,,,,,http://www.cpu-world.com/sspec/QY/QY81.html,,,,
Intel,Pentium 4,QYK3,2.133GHz,533MHz,1024KiB,478-pin FC-PGA2,RK80546PE0461M,,,,,,,http://www.cpu-world.com/sspec/QY/QYK3.html,,,,
Intel,Pentium 4,QYN6,2.667GHz,533MHz,1024KiB,478-pin FC-PGA2,RK80546PE0671M,,,,,,,http://www.cpu-world.com/sspec/QY/QYN6.html,,,,
Intel,Pentium 4,QZ25,1.5GHz,400MHz,256KiB,423-pin OLGA/PPGA,80528PC1.5G0K,,,,,,,http://www.cpu-world.com/sspec/QZ/QZ25.html,,,,
Intel,Pentium 4,QZS0,2.8GHz,800MHz,1024KiB,478-pin FC-PGA2,RK80546PG0721M,,,,,,,http://www.cpu-world.com/sspec/QZ/QZS0.html,,,,
Intel,Pentium 4,SL4QD,1.3GHz,400MHz,256KiB,423-pin OLGA/PPGA,BX80528JK130G,BX80528JK130GR,,,,,,http://www.cpu-world.com/sspec/SL/SL4QD.html,,,,
Intel,Pentium 4,SL4SC,1.4GHz,400MHz,256KiB,423-pin OLGA/PPGA,BX80528JK140G,BX80528JK140GR,BX80528JK140GR2,,,,,http://www.cpu-world.com/sspec/SL/SL4SC.html,,,,
Intel,Pentium 4,SL4SF,1.3GHz,400MHz,256KiB,423-pin OLGA/PPGA,80528PC013G0K,,,,,,,http://www.cpu-world.com/sspec/SL/SL4SF.html,,,,
Intel,Pentium 4,SL4SG,1.4GHz,400MHz,256KiB,423-pin OLGA/PPGA,BX80528JK140G,BX80528JK140GR,BX80528JK140GR2,80528PC017G0K,,,,http://www.cpu-world.com/sspec/SL/SL4SG.html,,,,
Intel,Pentium 4,SL4SH,1.5GHz,400MHz,256KiB,423-pin OLGA/PPGA,BX80528JK150G,BX80528JK150GR2,80528PC021G0K,,,,,http://www.cpu-world.com/sspec/SL/SL4SH.html,,,,
Intel,Pentium 4,SL4SX,1.5GHz,400MHz,256KiB,423-pin OLGA/PPGA,80528PC021G0K,,,,,,,http://www.cpu-world.com/sspec/SL/SL4SX.html,,,,
Intel,Pentium 4,SL4TY,1.5GHz,400MHz,256KiB,423-pin OLGA/PPGA,BX80528JK150G,BX80528JK150GR,BX80528JK150GR2,,,,,http://www.cpu-world.com/sspec/SL/SL4TY.html,,,,
