Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Architecture,Data Bus (ext),Address Bus,Frequency Min,Frequency Max/Typ,Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data associativity,L1 instruction cache,L1 instruction associativity,L1 unified cache,L1 unified associativity,L2 cache,L2 associativity,L3 cache,L3 associativity,Boot ROM,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die Size,Empty,Empty,Empty,Empty,Vcc range,Vcc(typ),Empty,Vcc(secondary),Vcc(tertiary),Vcc(core),Vcc(I/O),Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Empty,Empty,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8
Intel,Pentium,A80502166 SY055,,,,,,,,,,,,,,,,,,,,,,166MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SY/SY055.html,,,,,,,
Intel,Pentium,A80502200,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,A8050250-75 Q0475,,,,,,,,,,,,,,,,,,,,,,75MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0475.html,,,,,,,
Intel,Pentium,A8050250-75 Q0475 ES (engineering sample),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rarecpus.com/intel.html,,,,,,,
Intel,Pentium,A8050250-75 Q0519,,,,,,,,,,,,,,,,,,,,,,75MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0519.html,,,,,,,
Intel,Pentium,A8050260-120 Q0785 ES (engineering sample),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rarecpus.com/intel.html,,,,,,,
Intel,Pentium,A8050266-100 Q0587 ES (engineering sample),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rarecpus.com/intel.html,,,,,,,
Intel,Pentium,A8050266-100 Q0673,,,,,,,,,,,,,,,,,,,,,,100MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0673.html,,,,,,,
Intel,Pentium,A8050266-100 Q0678,,,,,,,,,,,,,,,,,,,,,,100MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0678.html,,,,,,,
Intel,Pentium,A8050266-133 Q0772 ES (engineering sample),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rarecpus.com/intel.html,,,,,,,
Intel,Pentium,A8050275,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,A8050290,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,A80503-133 SK103,,,,,,,,,,,,,,,,,,,,,,133MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SK/SK103.html,,,,,,,
Intel,Pentium,A80503150 Q0904,,,,,,,,,,,,,,,,,,,,,,150MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0904.html,,,,,,,
Intel,Pentium,A80503233 SL241,,,,,,,,,,,,,,,,,,,,,,233MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL241.html,,,,,,,
Intel,Pentium,BP80502-100 SU032,,,,,,,,,,,,,,,,,,,,,,100MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU032.html,,,,,,,
Intel,Pentium,BP80502-100 SU099,,,,,,,,,,,,,,,,,,,,,,100MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU099.html,,,,,,,
Intel,Pentium,BP80502-100 SU110,,,,,,,,,,,,,,,,,,,,,,100MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU110.html,,,,,,,
Intel,Pentium,BP80502-75 SU070,,,,,,,,,,,,,,,,,,,,,,75MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU070.html,,,,,,,
Intel,Pentium,BP80502-75 SU097,,,,,,,,,,,,,,,,,,,,,,75MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU097.html,,,,,,,
Intel,Pentium,BP80502-75 SU098,,,,,,,,,,,,,,,,,,,,,,75MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU098.html,,,,,,,
Intel,Pentium,BP80502-75 SZ977,,,,,,,,,,,,,,,,,,,,,,75MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ977.html,,,,,,,
Intel,Pentium,BP80502-75 SZ994,,,,,,,,,,,,,,,,,,,,,,75MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ994.html,,,,,,,
Intel,Pentium,BP80502-90 SU031,,,,,,,,,,,,,,,,,,,,,,90MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU031.html,,,,,,,
Intel,Pentium,BP80502-90 SZ951,PCPU3V90 SZ951,,,,,,,,,,,,,,,,,,,,,90MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ951.html,,,,,,,
Intel,Pentium,BP80502-90 SZ995,PCPU3V90 SZ995,,,,,,,,,,,,,,,,,,,,,90MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ995.html,,,,,,,
Intel,Pentium,BP80502120 SL22M,,,,,,,,,,,,,,,,,,,,,,120MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL22M.html,,,,,,,
Intel,Pentium,BP80502120 SL25J,,,,,,,,,,,,,,,,,,,,,,120MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL25J.html,,,,,,,
Intel,Pentium,BP80502120 SU033,BP80502-120 SU033,,,,,,,,,,,,,,,,,,,,,120MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU033.html,,,,,,,
Intel,Pentium,BP80502120 SU100,,,,,,,,,,,,,,,,,,,,,,120MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU100.html,,,,,,,
Intel,Pentium,BP80502133 SL22Q,,,,,,,,,,,,,,,,,,,,,,133MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL22Q.html,,,,,,,
Intel,Pentium,BP80502133 SL25L,,,,,,,,,,,,,,,,,,,,,,133MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL25L.html,,,,,,,
Intel,Pentium,BP80502133 SU038,BP80502-133 SU038,,,,,,,,,,,,,,,,,,,,,133MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU038.html,,,,,,,
Intel,Pentium,BP80502133 SU073,,,,,,,,,,,,,,,,,,,,,,133MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU073.html,,,,,,,
Intel,Pentium,BP80502150 SU071,,,,,,,,,,,,,,,,,,,,,,150MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU071.html,,,,,,,
Intel,Pentium,BP80502150 SU122,,,,,,,,,,,,,,,,,,,,,,150MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU122.html,,,,,,,
Intel,Pentium,BP80502166 SU072,,,,,,,,,,,,,,,,,,,,,,166MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU072.html,,,,,,,
Intel,Pentium,BP80502200 SL25H,,,,,,,,,,,,,,,,,,,,,,200MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL25H.html,,,,,,,
Intel,Pentium,BP80502200 SU114,,,,,,,,,,,,,,,,,,,,,,200MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SU/SU114.html,,,,,,,
Intel,Pentium,FV80502150 Q0878,,,,,,,,,,,,,,,,,,,,,,150MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0878.html,,,,,,,
Intel,Pentium,FV80502166 Q0886,,,,,,,,,,,,,,,,,,,,,,166MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0886.html,,,,,,,
Intel,Pentium,FV80502166 Q0890,,,,,,,,,,,,,,,,,,,,,,166MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0890.html,,,,,,,
Intel,Pentium,FV80502166 Q0949,,,,,,,,,,,,,,,,,,,,,,166MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0949.html,,,,,,,
Intel,Pentium,FV80502166 Q136,,,,,,,,,,,,,,,,,,,,,,166MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q1/Q136.html,,,,,,,
Intel,Pentium,FV80502166 SY037,,,,,,,,,,,,,,,,,,,,,,166MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SY/SY037.html,,,,,,,
Intel,Pentium,FV80502200 Q0951,,,,,,,,,,,,,,,,,,,,,,200MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0951.html,,,,,,,
Intel,Pentium,FV80502200 Q0951F,,,,,,,,,,,,,,,,,,,,,,200MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0951F.html,,,,,,,
Intel,Pentium,FV80502200 SL24Q,,,,,,,,,,,,,,,,,,,,,,200MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL24Q.html,,,,,,,
Intel,Pentium,FV80502200 SY044,,,,,,,,,,,,,,,,,,,,,,200MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SY/SY044.html,,,,,,,
Intel,Pentium,FV80502200 SY045,,,,,,,,,,,,,,,,,,,,,,200MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SY/SY045.html,,,,,,,
Intel,Pentium,P54CM50-75 Q033 ES (engineering sample),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rarecpus.com/intel.html,,,,,,,
Intel,Pentium,PCPU3V100,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,PCPU3V90 SZ978,BP80502-90 SZ978,,,,,,,,,,,,,,,,,,,,,90MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ978.html,,,,,,,
Intel,Pentium,PCPU5V60,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,PCPU5V66,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,PENTIUM Q0315,,,,,,,,,,,,,,,,,,,,,,50?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0315.html,,,,,,,
Intel,Pentium,PENTIUM(TM) Q0335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0335.html,,,,,,,
Intel,Pentium,PENTIUM(TM) Q0336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0336.html,,,,,,,
Intel,Pentium,PENTIUM(TM) Q0337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0337.html,,,,,,,
Intel,Pentium,Q0399,,,,,,,,,,,,,,,,,,,,,,50MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0399.html,,,,,,,
Intel,Pentium,Q0693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0693.html,,,,,,,
Intel,Pentium,Q0730,,,,,,,,,,,,,,,,,,,,,,120MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/Q0/Q0730.html,,,,,,,
Intel,Pentium,SY072,,,,,,,,,,,,,,,,,,,,,,166MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SY/SY072.html,,,,,,,
Intel,Pentium,TT80502-75,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,TT80502100,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,TT80502100,PP100,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,TT80502120,PP120,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,TT80502133,PP133,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,TT80502150,PP150,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,TT8050275,TT80502-75,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,TT8050290,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium,TT80503300 SL34N,,,,,,,,,,,,,,,,,,,,,,300MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL34N.html,,,,,,,
Intel,Pentium 4,80528PC013G0K SL4SF,,,,,,,,,,,,,,,,,,,,,,1.3GHz,,,,,,,,,,,,,,,,256KiB,,,,,,,,,,,,,,,423-pin OLGA/PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL4SF.html,,,,,,,
Intel,Pentium 4,80528PC017G0K,BX80528JK140G,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Pentium 4,80528PC021G0K SL4SX,,,,,,,,,,,,,,,,,,,,,,1.5GHz,,,,,,,,,,,,,,,,256KiB,,,,,,,,,,,,,,,423-pin OLGA/PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL4SX.html,,,,,,,
Intel,Pentium 4,80528PC1.2G0K QU47,,,,,,,,,,,,,,,,,,,,,,1.2GHz,,,,,,,,,,,,,,,,256KiB,,,,,,,,,,,,,,,423-pin OLGA/PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QU/QU47.html,,,,,,,
Intel,Pentium 4,80528PC1.4G0K QAQ2,,,,,,,,,,,,,,,,,,,,,,1.4GHz,,,,,,,,,,,,,,,,256KiB,,,,,,,,,,,,,,,423-pin OLGA/PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QA/QAQ2.html,,,,,,,
Intel,Pentium 4,80528PC1.4G0K QU43,,,,,,,,,,,,,,,,,,,,,,1.4GHz,,,,,,,,,,,,,,,,256KiB,,,,,,,,,,,,,,,423-pin OLGA/PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QU/QU43.html,,,,,,,
Intel,Pentium 4,80528PC1.4G0K QY81,,,,,,,,,,,,,,,,,,,,,,1.4GHz,,,,,,,,,,,,,,,,256KiB,,,,,,,,,,,,,,,423-pin OLGA/PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QY/QY81.html,,,,,,,
