Generation,Manufacturer,Name,Model,Proceed,Succeed,Location,Product Line,Family,Type,Date,Num Sold,Price,Clone,CPU Family,,Bits,CPU,CPU part label,Speed,Chip 2,Chip 3,Chip 4,Chip 5,Game medium,Game Count,RAM,Graphics,Ram other,Reference 1,Ref 1 Date,Reference 2,Ref 2 Date,Reference 3,Ref 3 Date,Reference 4,Ref 4 Date,Reference 5,Ref 5 Date,Photo 1 link,Photo 1 Date,Photo 2 link,Photo 2 Date,Photo 3 link,Photo 3 Date,Photo 4 link,Photo 4 Date,Notes
,Zircon,Channel F System 2,,,,US,,Channel F,Console,1978,,,Clone: Channel F System II,,,,,,,,,,,,,,,,http://videogameconsolelibrary.com/pg70-fairchild.htm#page=models,01/10/21,,,,,,,,,,,,,,,,,
,Zita Toys,Terminator 3,,,,Greece,,,,,,,Famicom,,,,,,,,,,,Cartridge ROM,,,,,https://bootleggames.fandom.com/wiki/Terminator,01/10/21,,,,,,,,,,,,,,,,,
,,Video Computer Multi 190-in-1,,,,,,,,,,,Atari 2600,,,,,,,,,,,,,,,,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Video Computer Multi 127-in-1,,,,,,,,,,,Atari 2600,,,,,,,,,,,,,,,,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,,,
,,720,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,Cartridge ROM,,,,,http://ultimateconsoledatabase.com/famiclones/720.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/720.htm,01/10/21,,,,,,,
,,128-in-1 System,,,,,,,Console,,,,Clone: Atari 2600,,,,,,,,,,,,128,,,,https://atariage.com/2600/archives/consoles.php,01/10/21,,,,,,,,,,,,,,,,,
,,16 bit Challenge Pack,,,,,,,Console,,,,Mega drive,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,2001 VCS clone,,,,,,,Console,,,,Atari 2600,,,,,,,,,,,Built-in,256,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,210-in-1,,,,Australia,,,Console,,,,Clone: Atari 2600,,,,,,,,,,,,210,,,,https://atariage.com/2600/archives/consoles.php,01/10/21,,,,,,,,,,,,,,,,,
,,2600 Compatible128,,,,South America,,,Console,,,,Atari 2600,,,,,,,,,,,Built-in,128,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,2PG,,,,,,,Handheld,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,32-in-1 System,,,,,,,Console,,,,Clone: Atari 2600,,,,,,,,,,,,32,,,,https://atariage.com/2600/archives/consoles.php,01/10/21,,,,,,,,,,,,,,,,,
,,520-in-1 System,,,,,,,Console,,,,Clone: Atari 2600,,,,,,,,,,,,,,,,https://atariage.com/2600/archives/consoles.php,01/10/21,,,,,,,,,,,,,,,,,
,,64-in-1 System,,,,,,,Console,,,,Atari 2600,,,,,,,,,,,ROM + Built-in,64 built-in,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,https://atariage.com/2600/archives/consoles.php,01/10/21,,,,,,,,,,,,,,,
,,8 bit Super Entertainment System,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones/8_bit.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/8_bit.htm,01/10/21,,,,,,,
,,8-Bit Home Computer,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones/8bithomecomputer.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/8bithomecomputer.htm,01/10/21,,,,,,,
,Guandong Shenzen ltd.,8-Bit Terminator,,,,,,,Console,2004,,,Clone: Famicom,,,,,,,,,,,Built-in,76,,,,http://ultimateconsoledatabase.com/famiclones/8bitterminator.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/8bitterminator.htm,01/10/21,,,,,,,
,,8-bit TV Game,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones/8_bit.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/8_bit.htm,01/10/21,,,,,,,
,,8-Bit Xbox Game Player,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,A3 family game,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones/a3_family_game.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/a3_family_game.htm,01/10/21,,,,,,,
,,Aaronix,,,,,,,Console,,,,Sega SG 1000,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,AB Standard 8 bit,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones/ab_standard_8-bit.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/ab_standard_8-bit.htm,01/10/21,,,,,,,
,,ABC 999,,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,AI27605,,,,,,,Console,2000,,,Clone: Famicom,,,,,,,,,,,Built-in,,,,,http://ultimateconsoledatabase.com/famiclones/ai27605.htm,01/10/21,,,,,,,,,http://ultimateconsoledatabase.com/famiclones/ai27605.htm,01/10/21,,,,,,,
,,Action Super 6,,,,Portugal,,,Console,,,,Clone: Famicom,,,,,,,,,,,Cartridge ROM,,,,,http://ultimateconsoledatabase.com/famiclones/action_super_6.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/action_super_6.htm,01/10/21,,,,,,,
,,Advance Boy,,,,,,,Console,2002,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones/advanceboy.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/advanceboy.htm,01/10/21,,,,,,,
,,Al Sagar,,,,Middle East,,,Console,,,,Atari 2600,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Al27605,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Alien,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones/aliens.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/aliens.htm,01/10/21,,,,,,,
,,Arcade Station,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones/arcade_station.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/arcade_station.htm,01/10/21,,,,,,,
,,Argo 8-Bit Game,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Argo Station,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Argo Super Mega,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Argo TV Game,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Arronix,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,ASB Super Mega III,,,,,,,,,,,NES,,,,,,,,,,,,,,,,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Axis Famicom DVD Player,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,"Batman (Not the superhero, TV show, movie series or NES game of the same name)",,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Battman,,,,,,,Console,,,,Famiclone,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Battman,01/10/21,,,,,,,,,,,,,,,,,
,,Bel Game,,,,,,,,,,,Clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Beta 5,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Binatone Superstar,,,,,,,Console,,,,Pong,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,"Bingo Creator (FC 2600), Bingo Creator TV Entertainment system",,,,,,,Console,,,,Atari 2600,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Bit Game,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Bit System,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,"Bitman, Bitman 2000",,,,,,,,,,,Game Boy,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Nintendo_Entertainment_System_hardware_clone,01/10/21,http://www.digitpress.com/faq/vgcfaq.htm,01/10/21,,,,,,,,,,,,,,,
,,Blazepro,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Bodenfund Programmable,,,,,,,Console,,,,Pong,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Boss 3800a,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Brightech FCCP03,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Bromak BM 1500,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Castle Supergame,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Cat programmable TV game,,,,,,,Console,,,,Pong,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,CD 98 TV game system,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Chaoba YF-300,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Chaota YF-3000 Television Computer System,,,,China,,,,,,,Famiclone,,,,,,,,,,,,,,,,https://faberp.tripod.com/CV.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Cheerful Mega Power 2,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Chin Laser,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,City Computer Game system,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Classical TV Game player TY 22,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Color Casseten Spiel,,,,,,,Console,,,,Pong,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Combook,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Compukid,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Computer and game LT-906,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Computer Game,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Console TV Play Stadium,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,CoolBOY,,,,,,,Handheld,,,,Famicom,,,,,,,,,,,ROM (Famicom cartridges),,,,,https://bootleggames.fandom.com/wiki/CoolBOY,01/10/21,,,,,,,,,,,,,,,,,
,,Cosmos,,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CrazyBoy Gaming System,,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Creation (Found in Pakistan & India - Made in China),,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Cyber Boy,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Cyber Computer,,,,,,,Console: Educational,,,,,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Cyber_Computer,01/10/21,,,,,,,,,,,,,,,,,
,,Cybershell,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Cyberstar Educational 3001,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,CyFrog (South Korea),,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Dance Station,,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Deluxe Arcade Power Player,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,"Dendy 2, Dendy 8",,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Dendy Classic II,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Dendy jr.,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Dendy Junior,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Nintendo_Entertainment_System_hardware_clone,01/10/21,,,,,,,,,,,,,,,,,
,,Dendy Pocket,,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Dick Smith Wizzard,,,,Australia,,Creativision,Console,1982,,,Creativision,,,,,,,,,,,,>8,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://www.videogameconsolelibrary.com/pg80-creativision.htm#page=models,01/10/21,,,,,,,,,,,,,,,
,,Dick Smith Y-1160,,,,,,,Console,,,,Pong,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Digitron Wireless Xtreme,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Dinosaur,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Dinostar,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Dongsheng,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Double Dragon (Not the video game of the same name),,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Dr. Boy,,,,,,,Handheld,,,,Clone: Famicom,,,,,,,,,,,ROM Cartridge,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,https://bootleggames.fandom.com/wiki/Dr._Boy,01/10/21,,,,,,,,,,,,,
,,Dream Gear,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Dream Gear Crusader,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Dream Gear My Arcade,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Dream Gear My Arcade Controller,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Dream Gear My Arcade Joystick,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,DreamGear Crusader,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Dynavision III,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Dynavision III Action set,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Eastern Computer,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Educat,,,,Israel,,,Console,,,,Arcadia 2001 (MTP-03),,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arcadia_2001,01/10/21,,,,,,,,,,,,,,,,,
,,Elevator Action (Not the video game of the same name),,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Ending Man JJ-80-50,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Ending Man S-7000,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Entertainment Computer System,,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Es Game Cyber Leapord King,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Es Game Fun Dino,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Es Game Funplayer,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Es Game Polybox,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,ES-2016 16-bit,,,,,,,,,,,Clone: Mega Drive,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/ES-2016_16bit,01/10/21,,,,,,,,,,,,,,,,,
,,Extreme Box,,,,US,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,https://bootleggames.fandom.com/wiki/Extreme_Box,01/10/21,,,,,,,,,,,,,
,,Factor 5,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Fairview machines (various),,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Fami-Comfort,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
